time	gFx	gFy	gFz	TgF
15.346852807	−0,0053	0,0587	1,0001	1,002
15.349069369	−0,0057	0,0543	1,0045	1,006
15.351160151	−0,0045	0,0548	1,0045	1,006
15.355189838	−0,0043	0,0543	1,0079	1,009
15.355568171	−0,0033	0,0504	1,0116	1,013
15.358115723	−0,0001	0,0479	1,0121	1,013
15.360193901	0,0021	0,0499	1,0147	1,016
15.363334682	−0,0001	0,054	1,0138	1,015
15.365416505	−0,0009	0,0536	1,0108	1,012
15.366703276	0,0001	0,0526	1,0028	1,004
15.369415723	−0,0033	0,0543	0,9979	0,999
15.371366921	−0,0099	0,0567	0,9952	0,997
15.377900828	−0,0150	0,0641	0,9984	1,001
15.378532442	−0,0182	0,069	1,0011	1,004
15.379119005	−0,0202	0,0726	1,0064	1,009
15.385622338	−0,0204	0,0736	1,0094	1,012
15.385979526	−0,0177	0,0699	1,0113	1,014
15.386224734	−0,0140	0,0711	1,0218	1,024
15.388708848	−0,0114	0,0787	1,0245	1,028
15.391286192	−0,0094	0,0865	1,0245	1,028
15.393391765	−0,0050	0,0895	1,0167	1,021
15.396760515	0,0009	0,0922	1,0055	1,01
15.398632755	−0,0013	0,0941	1,0006	1,005
15.40111838	−0,0040	0,0983	1,0003	1,005
15.403567651	−0,0099	0,1034	1,0025	1,008
15.406196296	−0,0131	0,1054	1,0033	1,009
15.408880307	−0,0131	0,1049	1,0077	1,013
15.410615098	−0,0158	0,1027	1,0111	1,016
15.412932807	−0,0194	0,1002	1,0179	1,023
15.416975411	−0,0189	0,097	1,025	1,03
15.417200776	−0,0155	0,0919	1,0257	1,03
15.420620098	−0,0175	0,0887	1,0216	1,026
15.422863796	−0,0131	0,0853	1,0194	1,023
15.424793276	−0,0128	0,0868	1,0201	1,024
15.427826661	−0,0133	0,0848	1,013	1,017
15.430530046	−0,0097	0,0792	1,0101	1,013
15.432343015	−0,0099	0,077	1,0103	1,013
15.434719942	−0,0118	0,0711	1,0118	1,014
15.436844421	−0,0138	0,0719	1,0187	1,021
15.441672859	−0,0160	0,0702	1,0218	1,024
15.442344994	−0,0184	0,0729	1,0294	1,032
15.44430088	−0,0228	0,077	1,0294	1,033
15.447109526	−0,0228	0,0782	1,027	1,03
15.449226765	−0,0255	0,0807	1,0252	1,029
15.45141963	−0,0241	0,0809	1,0245	1,028
15.453807963	−0,0275	0,0807	1,0299	1,033
15.456094734	−0,0311	0,0853	1,0345	1,039
15.459173276	−0,0275	0,0843	1,036	1,04
15.46160114	−0,0204	0,0802	1,0328	1,036
15.46451489	−0,0192	0,0755	1,0282	1,031
15.466315515	−0,0150	0,0773	1,0316	1,035
15.468838744	−0,0126	0,078	1,0326	1,036
15.471605515	−0,0079	0,0763	1,0311	1,034
15.473367755	−0,0021	0,0692	1,0267	1,029
15.475410203	0,0006	0,068	1,026	1,028
15.478760828	0,0031	0,0655	1,0248	1,027
15.480929578	0,007	0,0636	1,0223	1,024
15.483579005	0,0106	0,0641	1,0162	1,018
15.485773276	0,0094	0,0604	1,002	1,004
15.489519057	0,0084	0,0592	0,9974	0,999
15.49255489	0,006	0,0628	0,9967	0,999
15.493194994	0,0021	0,0677	0,9957	0,998
15.494927338	0,0006	0,067	0,9984	1,001
15.497406088	0,0004	0,0685	1,0006	1,003
15.500032807	−0,0009	0,0709	1,0055	1,008
15.50214739	−0,0031	0,077	1,0064	1,009
15.504397703	−0,0043	0,0812	1,0047	1,008
15.509593588	−0,0048	0,089	0,9976	1,002
15.510209317	−0,0062	0,0941	0,994	0,998
15.513476713	−0,0077	0,0963	0,9901	0,995
15.51378515	−0,0070	0,0917	0,9854	0,99
15.516219838	−0,0106	0,0926	0,9915	0,996
15.518327338	−0,0136	0,0926	1,004	1,008
15.5211064	−0,0177	0,0978	1,0155	1,02
15.523039734	−0,0170	0,0907	1,0172	1,021
15.525892234	−0,0158	0,0863	1,0199	1,024
15.528972078	−0,0165	0,0861	1,0282	1,032
15.531207286	−0,0192	0,0912	1,0336	1,038
15.533830515	−0,0180	0,0975	1,0389	1,044
15.53588588	−0,0197	0,0983	1,0392	1,044
15.538924682	−0,0175	0,0926	1,0414	1,046
15.541915619	−0,0167	0,0858	1,0531	1,057
15.542624213	−0,0158	0,0861	1,0614	1,065
15.545860411	−0,0118	0,0782	1,0678	1,071
15.547934213	−0,0084	0,076	1,0692	1,072
15.551074786	−0,0057	0,0731	1,0656	1,068
15.554254994	−0,0067	0,0733	1,0536	1,056
15.554468588	−0,0070	0,0753	1,0419	1,045
15.558538848	−0,0072	0,0738	1,0304	1,033
15.560456713	−0,0109	0,0768	1,0267	1,03
15.562426505	−0,0123	0,0755	1,0267	1,03
15.564815619	−0,0136	0,0729	1,0299	1,033
15.567253744	−0,0128	0,0719	1,035	1,038
15.569584161	−0,0116	0,0677	1,0358	1,038
15.571881192	−0,0116	0,0646	1,0336	1,036
15.573605463	−0,0126	0,0687	1,0267	1,029
15.57746515	−0,0150	0,077	1,0177	1,021
15.580058536	−0,0158	0,0839	1,0028	1,006
15.58178489	−0,0143	0,0885	0,9866	0,991
15.584181765	−0,0133	0,0895	0,9776	0,982
15.588446817	−0,0148	0,0924	0,982	0,986
15.58878364	−0,0202	0,0983	0,993	0,998
15.591709213	−0,0228	0,101	1,0018	1,007
15.593357494	−0,0153	0,0978	1,0094	1,014
15.596880671	−0,0162	0,097	1,0121	1,017
15.598415255	−0,0138	0,097	1,0177	1,022
15.601093953	−0,0121	0,1039	1,0243	1,03
15.604260359	−0,0099	0,1105	1,0262	1,032
15.605987963	−0,0050	0,1124	1,0267	1,033
15.607615671	−0,0048	0,1129	1,0243	1,03
15.610137703	−0,0033	0,1068	1,025	1,031
15.612985619	0,0001	0,1034	1,0296	1,035
15.614439525	0,0018	0,1	1,0365	1,041
15.617890828	−0,0011	0,1032	1,0394	1,045
15.62017338	−0,0026	0,1078	1,038	1,044
15.624564005	0,0031	0,1039	1,0289	1,034
15.625351765	−0,0006	0,0985	1,023	1,028
15.626764421	−0,0023	0,088	1,0155	1,019
15.63013463	−0,0009	0,0843	1,0255	1,029
15.632036661	−0,0045	0,0834	1,0389	1,042
15.634097494	−0,0070	0,0841	1,0458	1,049
15.638324109	−0,0084	0,0799	1,0419	1,045
15.638789578	−0,0092	0,0785	1,0348	1,038
15.641183432	−0,0114	0,0748	1,0267	1,029
15.645357286	−0,0162	0,0755	1,0211	1,024
15.646446557	−0,0221	0,0795	1,0179	1,021
15.648135828	−0,0241	0,0799	1,015	1,018
15.650385203	−0,0253	0,0751	1,0108	1,014
15.652674109	−0,0260	0,0724	1,0125	1,015
15.658695828	−0,0285	0,0755	1,0169	1,02
15.659276713	−0,0280	0,0709	1,0204	1,023
15.659914682	−0,0275	0,0694	1,0209	1,024
15.663786505	−0,0287	0,0719	1,0243	1,027
15.666119734	−0,0289	0,0782	1,0252	1,029
15.667245932	−0,0280	0,0887	1,0206	1,025
15.669637078	−0,0275	0,0914	1,0135	1,018
15.67295114	−0,0248	0,0887	1,0079	1,012
15.674470463	−0,0250	0,0863	1,0096	1,014
15.677135828	−0,0263	0,0922	1,0135	1,018
15.679680255	−0,0287	0,0961	1,0226	1,027
15.682248484	−0,0263	0,0975	1,0252	1,03
15.684124682	−0,0231	0,0956	1,027	1,032
15.687494734	−0,0221	0,0941	1,0248	1,029
15.691557911	−0,0219	0,0953	1,027	1,032
15.692113536	−0,0187	0,0946	1,0223	1,027
15.69441713	−0,0167	0,0951	1,0233	1,028
15.697738067	−0,0123	0,0934	1,0235	1,028
15.699387755	−0,0111	0,0929	1,0199	1,024
15.702138119	−0,0099	0,0948	1,0167	1,021
15.704315671	−0,0116	0,098	1,0089	1,014
15.706480775	−0,0148	0,1017	1,0016	1,007
15.709648432	−0,0175	0,1056	0,9908	0,997
15.712497338	−0,0228	0,1075	0,9786	0,985
15.714626192	−0,0270	0,1083	0,9737	0,98
15.716173015	−0,0338	0,109	0,9757	0,982
15.718969005	−0,0373	0,1115	0,9862	0,993
15.722058171	−0,0419	0,11	0,9964	1,003
15.723839317	−0,0390	0,1078	1,0072	1,014
15.726219369	−0,0358	0,1032	1,0187	1,024
15.728314265	−0,0307	0,0997	1,0301	1,035
15.729611192	−0,0250	0,1012	1,0375	1,043
15.733254161	−0,0204	0,1046	1,0367	1,042
15.735372755	−0,0150	0,1041	1,0292	1,035
15.737781505	−0,0101	0,101	1,0201	1,025
15.7396189	−0,0072	0,0948	1,0067	1,011
15.742733327	−0,0094	0,0887	0,9996	1,004
15.745168952	−0,0143	0,0841	1,0006	1,004
15.747676452	−0,0209	0,0799	1,0067	1,01
15.750528119	−0,0258	0,0782	1,015	1,018
15.752467963	−0,0309	0,0731	1,0243	1,027
15.755113015	−0,0326	0,0687	1,0301	1,033
15.757535098	−0,0326	0,0616	1,0372	1,04
15.759238796	−0,0333	0,0626	1,0436	1,046
15.762755671	−0,0324	0,0709	1,0482	1,051
15.765304265	−0,0287	0,0824	1,0475	1,051
15.766537234	−0,0250	0,0883	1,0336	1,038
15.769508692	−0,0197	0,089	1,014	1,018
15.771785255	−0,0214	0,088	0,9979	1,002
15.776057963	−0,0224	0,0856	0,9913	0,995
15.776463171	−0,0253	0,0846	0,992	0,996
15.778636557	−0,0275	0,0861	0,9957	1
15.78167765	−0,0309	0,0873	0,9974	1,002
15.783070098	−0,0304	0,0819	0,9989	1,003
15.786170307	−0,0333	0,0853	1,0001	1,004
15.789862077	−0,0314	0,0878	1,0033	1,008
15.790521713	−0,0329	0,0892	1,0028	1,007
15.792629577	−0,0316	0,088	0,9989	1,003
15.79681088	−0,0292	0,0873	0,9984	1,003
15.797999161	−0,0287	0,0909	0,9996	1,004
15.800533015	−0,0311	0,0958	1,0008	1,006
15.802761661	−0,0309	0,0944	0,9996	1,005
15.810221661	−0,0263	0,0912	0,993	0,998
15.810952911	−0,0263	0,087	0,9935	0,998
15.81114213	−0,0248	0,0885	1,0023	1,006
15.811587755	−0,0268	0,0924	1,005	1,01
15.814905984	−0,0311	0,0924	1,0025	1,007
15.817018536	−0,0270	0,0878	0,9984	1,003
15.819615619	−0,0282	0,0836	0,9984	1,002
15.823013171	−0,0292	0,0863	1,004	1,008
15.824579369	−0,0294	0,0931	1,0108	1,016
15.826755411	−0,0346	0,0951	1,0099	1,015
15.830299942	−0,0326	0,0944	0,9996	1,005
15.831365671	−0,0351	0,0922	0,9918	0,997
15.834200046	−0,0370	0,0909	0,9852	0,99
15.840423275	−0,0404	0,088	0,9796	0,984
15.84112864	−0,0385	0,088	0,9805	0,985
15.841348275	−0,0399	0,0829	0,9801	0,984
15.843447442	−0,0377	0,0799	0,9771	0,981
15.846402911	−0,0375	0,0787	0,9759	0,98
15.848918952	−0,0409	0,0777	0,9725	0,976
15.851377234	−0,0443	0,0831	0,9705	0,975
15.854404369	−0,0434	0,0802	0,9693	0,974
15.854676296	−0,0421	0,0797	0,9708	0,975
15.857480359	−0,0412	0,076	0,9766	0,98
15.860615359	−0,0414	0,0795	0,9896	0,994
15.862784734	−0,0407	0,09	0,9994	1,004
15.865402494	−0,0385	0,0934	0,9998	1,005
15.867314994	−0,0370	0,0892	0,9906	0,995
15.870420671	−0,0375	0,0846	0,9832	0,988
15.873291348	−0,0392	0,0831	0,9827	0,987
15.874844421	−0,0353	0,0843	0,9923	0,996
15.877447702	−0,0307	0,0848	1,005	1,009
15.879274525	−0,0270	0,0807	1,0072	1,011
15.882210932	−0,0202	0,0795	1,0079	1,011
15.884693952	−0,0158	0,0763	1,0084	1,011
15.886823067	−0,0145	0,0807	1,0072	1,011
15.890998067	−0,0116	0,0885	1,002	1,006
15.891749057	−0,0121	0,0919	0,9918	0,996
15.893661088	−0,0140	0,0946	0,983	0,988
15.896815046	−0,0180	0,0975	0,9801	0,985
15.898010567	−0,0221	0,098	0,9791	0,984
15.900708692	−0,0246	0,0883	0,9837	0,988
15.902799473	−0,0272	0,0836	0,9913	0,995
15.906818796	−0,0338	0,0797	1,0001	1,004
15.908334838	−0,0333	0,0829	1,0072	1,011
15.910892702	−0,0380	0,0848	1,0111	1,015
15.91337114	−0,0368	0,0878	1,0086	1,013
15.915674473	−0,0343	0,0878	1,0081	1,013
15.918420932	−0,0297	0,0861	1,0055	1,01
15.920809317	−0,0260	0,0824	1,0072	1,011
15.922681244	−0,0248	0,0821	1,013	1,017
15.925149525	−0,0236	0,0817	1,0177	1,021
15.928783588	−0,0224	0,0856	1,016	1,02
15.931109838	−0,0189	0,0831	1,014	1,018
15.932548119	−0,0231	0,0839	1,0055	1,009
15.935090567	−0,0246	0,079	0,9986	1,002
15.940259734	−0,0311	0,079	0,9952	0,999
15.9411114	−0,0380	0,0799	0,9991	1,003
15.94253015	−0,0463	0,0819	0,9976	1,002
15.944528119	−0,0478	0,0782	0,9959	1
15.946940775	−0,0509	0,0702	0,9947	0,998
15.949526557	−0,0490	0,065	0,9972	1
15.951935359	−0,0507	0,0685	1,0069	1,011
15.95572864	−0,0531	0,0753	1,0072	1,011
15.956338119	−0,0580	0,0829	1,0003	1,005
15.959970619	−0,0575	0,0861	0,9827	0,988
15.961768275	−0,0605	0,0887	0,9722	0,978
15.964029109	−0,0641	0,0931	0,9725	0,979
15.966416348	−0,0641	0,0939	0,9796	0,986
15.970173067	−0,0614	0,0929	0,9869	0,993
15.972670046	−0,0602	0,089	0,9928	0,999
15.973319057	−0,0592	0,0878	0,991	0,997
15.976919942	−0,0573	0,0919	0,9898	0,996
15.978440619	−0,0570	0,0968	0,9842	0,991
15.980835827	−0,0541	0,0958	0,9742	0,98
15.983838796	−0,0507	0,09	0,973	0,978
15.986816973	−0,0495	0,0885	0,9757	0,981
15.987123692	−0,0465	0,0858	0,9871	0,992
15.99011364	−0,0461	0,0897	1,0018	1,007
15.993765827	−0,0441	0,0909	1,0062	1,011
15.994761609	−0,0360	0,09	1,0042	1,009
15.99752515	−0,0314	0,088	0,9974	1,002
16.0004664	−0,0289	0,0868	0,9874	0,992
16.002813848	−0,0319	0,0953	0,9788	0,984
16.006974994	−0,0338	0,1002	0,9737	0,979
16.007487494	−0,0341	0,0919	0,9674	0,972
16.00952614	−0,0377	0,0821	0,9681	0,972
16.011529682	−0,0387	0,0721	0,9771	0,981
16.014366452	−0,0412	0,068	0,9964	1
16.017265671	−0,0424	0,0677	1,0157	1,019
16.020227494	−0,0414	0,0716	1,0204	1,024
16.023016921	−0,0385	0,0721	1,0116	1,015
16.023622442	−0,0368	0,076	1,0011	1,005
16.026177754	−0,0397	0,0843	0,9901	0,994
16.029058744	−0,0443	0,0873	0,9845	0,989
16.031002286	−0,0451	0,0885	0,9808	0,986
16.033552338	−0,0436	0,079	0,9884	0,992
16.035907182	−0,0448	0,0719	0,9998	1,003
16.037868223	−0,0478	0,0677	1,0199	1,023
16.040637234	−0,0482	0,0682	1,0323	1,036
16.043619577	−0,0463	0,066	1,0272	1,03
16.045614629	−0,0453	0,0619	1,0143	1,017
16.047981504	−0,0441	0,0663	1,004	1,007
16.050680098	−0,0468	0,0714	0,9986	1,002
16.052786765	−0,0421	0,0797	0,995	0,999
16.054918067	−0,0446	0,0819	0,991	0,995
16.058073223	−0,0451	0,0765	0,984	0,988
16.05974015	−0,0468	0,0702	0,9832	0,987
16.06259989	−0,0485	0,0668	0,9913	0,995
16.064861192	−0,0522	0,0694	1,004	1,008
16.067727442	−0,0556	0,0736	1,0091	1,013
16.070043171	−0,0573	0,0773	1,0047	1,009
16.072553015	−0,0556	0,078	0,9964	1,001
16.074378796	−0,0546	0,0829	0,9928	0,998
16.077573171	−0,0539	0,0878	0,9952	1,001
16.079489265	−0,0524	0,0934	0,9893	0,995
16.081890567	−0,0522	0,0953	0,9893	0,995
16.085608952	−0,0544	0,0944	0,9859	0,992
16.087611609	−0,0517	0,0875	0,9871	0,992
16.089287286	−0,0524	0,0912	0,9923	0,998
16.091258223	−0,0492	0,0936	0,9969	1,003
16.094689838	−0,0468	0,0931	0,9969	1,002
16.096570671	−0,0470	0,0948	0,995	1,001
16.099046765	−0,0426	0,089	0,9884	0,993
16.101061557	−0,0419	0,0873	0,9876	0,992
16.105118952	−0,0448	0,0887	0,9857	0,991
16.105950307	−0,0463	0,0848	0,9845	0,989
16.107953536	−0,0441	0,0839	0,9803	0,985
16.111316713	−0,0470	0,0807	0,9774	0,982
16.113158327	−0,0475	0,0792	0,9732	0,978
16.11544364	−0,0468	0,0804	0,9791	0,983
16.118304004	−0,0492	0,0831	0,9859	0,991
16.120817182	−0,0475	0,0809	0,9876	0,992
16.122829369	−0,0448	0,0768	0,9871	0,991
16.12563364	−0,0429	0,0697	0,9837	0,987
16.126873171	−0,0404	0,0716	0,9886	0,992
16.128853952	−0,0436	0,0787	0,9901	0,994
16.131368848	−0,0456	0,0892	0,9852	0,99
16.133799369	−0,0461	0,0912	0,9757	0,981
16.137292702	−0,0458	0,087	0,9637	0,969
16.138608223	−0,0487	0,0795	0,9627	0,967
16.141659369	−0,0507	0,0746	0,9717	0,976
16.143845411	−0,0502	0,0709	0,9871	0,991
16.145914525	−0,0482	0,0716	1,0059	1,01
16.148420254	−0,0490	0,0699	1,0145	1,018
16.150484213	−0,0485	0,0755	1,0128	1,017
16.155899317	−0,0468	0,0777	0,9976	1,002
16.156401192	−0,0468	0,0817	0,9827	0,987
16.158568692	−0,0470	0,0819	0,9674	0,972
16.160715254	−0,0514	0,0824	0,9681	0,973
16.162571765	−0,0490	0,0807	0,9779	0,982
16.165111921	−0,0504	0,0817	0,9893	0,994
16.1675664	−0,0514	0,0799	0,9959	1
16.171277754	−0,0534	0,0799	0,9996	1,004
16.172457025	−0,0556	0,0765	0,9969	1,001
16.175720463	−0,0561	0,076	0,9913	0,996
16.177774838	−0,0551	0,0777	0,9942	0,999
16.180169265	−0,0546	0,0885	0,9998	1,005
16.182555671	−0,0519	0,0951	1,0059	1,012
16.185145046	−0,0475	0,0968	1,0079	1,014
16.187752338	−0,0456	0,0944	1,0062	1,012
16.189808536	−0,0429	0,088	1,0055	1,01
16.192360671	−0,0429	0,0824	1,0113	1,016
16.194970202	−0,0407	0,0824	1,0155	1,02
16.197305046	−0,0370	0,0853	1,0157	1,02
16.200101609	−0,0326	0,0843	1,014	1,018
16.202148431	−0,0309	0,0807	1,0089	1,013
16.204551713	−0,0309	0,0726	1,0025	1,006
16.206581713	−0,0311	0,0751	1,0023	1,006
16.209626348	−0,0336	0,0748	1,0059	1,009
16.211995827	−0,0365	0,0711	1,0135	1,017
16.214197338	−0,0377	0,069	1,0128	1,016
16.21712239	−0,0373	0,0682	1,0099	1,013
16.219031244	−0,0397	0,0716	1,0064	1,01
16.22198114	−0,0417	0,0748	0,9998	1,004
16.22489765	−0,0465	0,079	0,9928	0,997
16.225687338	−0,0465	0,0804	0,9847	0,989
16.227864421	−0,0480	0,0814	0,9766	0,981
16.230545202	−0,0502	0,0856	0,9757	0,981
16.232781244	−0,0534	0,0902	0,9742	0,98
16.237132859	−0,0519	0,0946	0,9757	0,982
16.237677129	−0,0502	0,0934	0,9779	0,984
16.240391869	−0,0497	0,0902	0,982	0,987
16.242773067	−0,0487	0,0856	0,9918	0,997
16.245441452	−0,0434	0,0875	1,0094	1,014
16.247112494	−0,0387	0,088	1,0182	1,023
16.249720202	−0,0329	0,0878	1,0226	1,027
16.252745723	−0,0302	0,09	1,0204	1,025
16.254133484	−0,0250	0,089	1,0094	1,014
16.257836244	−0,0258	0,0875	1,0001	1,004
16.259984317	−0,0285	0,0878	0,9996	1,004
16.261859786	−0,0326	0,0875	1,0006	1,005
16.264258692	−0,0348	0,0834	1,004	1,008
16.267606765	−0,0370	0,0768	1,0108	1,014
16.270472546	−0,0397	0,0707	1,0174	1,021
16.271769838	−0,0436	0,0707	1,027	1,03
16.274460984	−0,0463	0,0746	1,0326	1,036
16.277335254	−0,0436	0,0819	1,0331	1,037
16.279024786	−0,0434	0,0843	1,0294	1,034
16.281529369	−0,0446	0,0865	1,0201	1,025
16.284142234	−0,0404	0,0831	1,0079	1,012
16.288543588	−0,0375	0,0748	1,002	1,006
16.289149213	−0,0348	0,0719	1,0038	1,007
16.292235827	−0,0343	0,0721	1,0052	1,008
16.294725827	−0,0351	0,0733	1,0025	1,006
16.296005931	−0,0368	0,0758	0,9964	1
16.298685515	−0,0417	0,0799	0,9903	0,994
16.30000489	−0,0412	0,0812	0,9852	0,989
16.303037546	−0,0424	0,0819	0,9859	0,99
16.305713327	−0,0399	0,0819	0,9969	1,001
16.307289786	−0,0387	0,0812	1,0086	1,013
16.310386817	−0,0368	0,0836	1,0209	1,025
16.312469213	−0,0319	0,0909	1,0204	1,025
16.314858744	−0,0304	0,0878	1,0133	1,018
16.316805254	−0,0297	0,0819	0,9969	1,001
16.320018536	−0,0280	0,0748	0,9874	0,991
16.321778692	−0,0272	0,0748	0,9876	0,991
16.324882546	−0,0304	0,0817	0,9986	1,002
16.327343015	−0,0343	0,0861	1,0089	1,013
16.329330723	−0,0333	0,0848	1,0111	1,015
16.331974681	−0,0307	0,079	1,015	1,019
16.334413067	−0,0309	0,0743	1,0177	1,021
16.336668431	−0,0297	0,0755	1,0284	1,032
16.339071973	−0,0304	0,0863	1,0358	1,04
16.342213015	−0,0338	0,0909	1,0343	1,039
16.344614056	−0,0336	0,0917	1,0211	1,026
16.346953692	−0,0316	0,0885	1,0125	1,017
16.349429525	−0,0373	0,0907	1,0059	1,011
16.351199786	−0,0441	0,0929	1,0096	1,015
16.354250463	−0,0439	0,0936	1,0165	1,022
16.355812754	−0,0443	0,0883	1,0209	1,026
16.359046609	−0,0451	0,0834	1,026	1,03
16.361001296	−0,0443	0,0809	1,0301	1,034
16.363357911	−0,0468	0,0787	1,0309	1,035
16.366406192	−0,0441	0,0746	1,0274	1,031
16.369659369	−0,0414	0,0702	1,0226	1,026
16.373434838	−0,0419	0,0672	1,0187	1,022
16.373716192	−0,0443	0,0731	1,0228	1,026
16.37472739	−0,0490	0,0807	1,0209	1,025
16.379224161	−0,0465	0,0804	1,0172	1,021
16.379413588	−0,0461	0,0755	1,0116	1,015
16.382695619	−0,0470	0,0709	1,0086	1,012
16.385564161	−0,0509	0,0704	1,014	1,018
16.386677286	−0,0507	0,0775	1,0201	1,024
16.389917442	−0,0512	0,0817	1,0228	1,027
16.392384161	−0,0502	0,0797	1,023	1,027
16.394596348	−0,0478	0,076	1,0228	1,027
16.396926296	−0,0453	0,078	1,027	1,031
16.399192858	−0,0426	0,0831	1,034	1,038
16.403495358	−0,0397	0,0897	1,0362	1,041
16.404093223	−0,0370	0,0917	1,0301	1,035
16.407125411	−0,0338	0,0926	1,0221	1,027
16.409484942	−0,0377	0,0922	1,0091	1,014
16.411340098	−0,0380	0,0892	0,9991	1,004
16.414157494	−0,0417	0,0861	0,9932	0,998
16.416515983	−0,0458	0,0858	0,991	0,996
16.420660098	−0,0519	0,0841	0,9932	0,998
16.422067546	−0,0568	0,0846	0,9979	1,003
16.422688431	−0,0524	0,0819	1,0064	1,011
16.42532765	−0,0512	0,0831	1,0194	1,024
16.427310046	−0,0497	0,087	1,0314	1,036
16.429709421	−0,0473	0,0892	1,036	1,041
16.431776713	−0,0419	0,0895	1,0362	1,041
16.437688744	−0,0414	0,0924	1,0328	1,038
16.438243223	−0,0412	0,0985	1,0333	1,039
16.439184369	−0,0417	0,1032	1,0272	1,033
16.444101921	−0,0380	0,0988	1,0172	1,023
16.444562286	−0,0348	0,0887	1,0155	1,02
16.446607702	−0,0360	0,0851	1,025	1,029
16.451262702	−0,0390	0,0856	1,0316	1,036
16.451532494	−0,0373	0,0812	1,0365	1,04
16.453640723	−0,0353	0,0721	1,0389	1,042
16.456864942	−0,0343	0,0714	1,0348	1,038
16.46058489	−0,0326	0,0726	1,0336	1,037
16.460807911	−0,0331	0,0775	1,0296	1,033
16.464006608	−0,0314	0,0775	1,0189	1,022
16.469683536	−0,0324	0,0758	1,0081	1,012
16.470284629	−0,0397	0,0787	1,0025	1,006
16.471232911	−0,0470	0,0802	1,0016	1,006
16.475746088	−0,0473	0,0797	1,0008	1,005
16.476641921	−0,0495	0,0724	1,0025	1,006
16.478231192	−0,0502	0,0631	1,0111	1,014
16.481634942	−0,0534	0,0646	1,0243	1,028
16.484056296	−0,0551	0,0753	1,0377	1,042
16.487521817	−0,0553	0,0804	1,0375	1,042
16.488053067	−0,0536	0,0839	1,0318	1,037
16.491362338	−0,0534	0,087	1,0167	1,022
16.493248796	−0,0558	0,0939	1,0113	1,017
16.495495879	−0,0546	0,0968	1,0125	1,019
16.497662025	−0,0541	0,0978	1,0165	1,023
16.500127911	−0,0524	0,0895	1,0221	1,027
16.50243515	−0,0536	0,0946	1,026	1,032
16.50449114	−0,0504	0,0924	1,026	1,031
16.507773483	−0,0478	0,0887	1,0223	1,027
16.511075723	−0,0424	0,0861	1,0152	1,02
16.513038171	−0,0387	0,0853	1,0081	1,012
16.516006765	−0,0368	0,0883	1,0062	1,011
16.517416765	−0,0341	0,0936	1,0038	1,009
16.519970254	−0,0324	0,0939	0,9981	1,003
16.521861869	−0,0285	0,0878	0,9896	0,994
16.525576088	−0,0285	0,0792	0,9866	0,99
16.527614265	−0,0338	0,0807	0,9893	0,993
16.529453067	−0,0395	0,0902	0,9928	0,998
16.531829317	−0,0417	0,0958	0,991	0,997
16.534178067	−0,0463	0,0917	0,9779	0,983
16.536634786	−0,0482	0,0826	0,9688	0,974
16.538684681	−0,0541	0,0777	0,9713	0,976
16.541281973	−0,0575	0,0829	0,9864	0,992
16.543701192	−0,0561	0,087	1,0033	1,009
16.54606489	−0,0531	0,0851	1,0067	1,012
16.549690098	−0,0470	0,0785	1,0016	1,006
16.553831556	−0,0475	0,077	0,9986	1,003
16.5545889	−0,0451	0,079	0,9969	1,001
16.554910983	−0,0463	0,087	0,9986	1,003
16.557736973	−0,0436	0,088	0,9969	1,002
16.56103364	−0,0424	0,0865	0,9957	1
16.562049629	−0,0431	0,0868	1,0013	1,006
16.565483119	−0,0436	0,0919	1,0094	1,014
16.568318796	−0,0468	0,0934	1,0152	1,021
16.569190879	−0,0495	0,0902	1,0177	1,023
16.571839317	−0,0504	0,0836	1,0174	1,022
16.575466973	−0,0534	0,0819	1,0204	1,025
16.576405046	−0,0558	0,0821	1,0201	1,025
16.579696244	−0,0509	0,0809	1,0211	1,026
16.582614265	−0,0500	0,0751	1,0194	1,023
16.585644317	−0,0485	0,0731	1,0191	1,023
16.586182911	−0,0478	0,0704	1,0182	1,022
16.589154369	−0,0465	0,0721	1,0194	1,023
16.592083015	−0,0439	0,0758	1,0235	1,027
16.593974786	−0,0451	0,0812	1,025	1,029
16.596733015	−0,0431	0,0804	1,0223	1,026
16.598739161	−0,0407	0,0768	1,0184	1,022
16.602392598	−0,0421	0,0736	1,0138	1,017
16.603053483	−0,0404	0,0743	1,0128	1,016
16.606755723	−0,0412	0,0765	1,0113	1,015
16.6090839	−0,0451	0,0787	1,0057	1,01
16.611534473	−0,0441	0,0765	1,0003	1,004
16.614027129	−0,0475	0,0817	0,9893	0,994
16.616465098	−0,0502	0,0863	0,9808	0,986
16.619394108	−0,0509	0,0883	0,9732	0,979
16.620058588	−0,0541	0,0887	0,9683	0,974
16.622281348	−0,0568	0,0924	0,9695	0,976
16.625905723	−0,0612	0,0926	0,9713	0,978
16.627943744	−0,0646	0,0929	0,9766	0,983
16.630535619	−0,0610	0,0924	0,9835	0,99
16.632778483	−0,0610	0,0914	0,9842	0,99
16.635209213	−0,0595	0,0926	0,9847	0,991
16.637067754	−0,0578	0,0953	0,9854	0,992
16.640771817	−0,0590	0,1019	0,9854	0,992
16.642429473	−0,0573	0,1039	0,982	0,989
16.644546504	−0,0534	0,1054	0,9835	0,991
16.647075827	−0,0524	0,0995	0,9801	0,986
16.649552233	−0,0497	0,0968	0,9842	0,99
